	name	CID
1594	sulthiame	5356
1595	esketamine hydrochloride	44632368
1596	ceftolozane	53234134
1597	protein hydrolysate	146171439
1598	beta vulgaris whole	146171440
1599	bambuterol hydrochloride	54765
1600	menthol	1254
1601	testosterone phenylpropionate	14743
1602	fraxinus americana pollen	146171441
1603	cannabidiol	644019
1604	lanadelumab-flyo	146171442
1605	homeopathics	146171443
1606	pindolol	4828
1607	perospirone	115368
1608	grindelia hirsutula flowering top	146171444
1609	albumin bovine	146171445
1610	teprasiran	146171446
1611	cisatracurium besylate	62886
1612	dihydromorphine	5359421
1613	cesium chloride	24293
1614	nelfinavir	64143
1615	cilazapril anhydrous	56330
1616	polyethylene glycol 3500	146171447
1617	echinacea	146171448
1618	valproic acid	3121
1619	flunarizine hydrochloride	5282407
1620	xylometazoline hydrochloride	5282386
1621	enprostil	5311225
1622	labetalol	3869
1623	pacritinib	46216796
1624	parsley	146171449
1625	clarithromycin	84029
1626	ifenprodil tartrate	3689
1627	natalizumab	146171450
1628	savin	146171451
1629	tazarotene	5381
1630	phenothiazine	7108
1631	butorphanol	5361092
1632	rubidium chloride rb-82	71357
1633	avanafil	9869929
1634	4-hydroxy-3-methoxybenzenesulfonic	146171452
1635	rabies immune globulin (human)	146171453
1636	darolutamide	67171867
1637	morinamide	70374
1638	thymocyte immune globulin nos	146171454
1639	estramustine phosphate sodium	444000
1640	4-hydroxy-3-methoxybenzenesulfonic acid	4874
1641	human hematopoietic progenitor cells	146171455
1642	tafasitamab	146171456
1643	magnesium l-threonate	45489777
1644	saxagliptin monohydrate	53297473
1645	sarpogrelate hydrochloride	444005
1646	cediranib	9933475
1647	polymyxin	3083714
1648	cyclopentolate hydrochloride	22162
1649	sofosbuvir	45375808
1650	betanaphthol	8663
1651	sulfaguanidine	5324
1652	gabapentin	3446
1653	7-keto-dehydroepiandrosterone	193313
1654	streptococcus faecais	146171457
1655	amlodipine orotate	11599413
1656	acetylfentanyl	527015
1657	calcium polycarbophil	146171458
1658	neostigmine metilsulfate	5824
1659	ethyl 2-bromoisovalerate	79068
1660	granisetron hydrochloride	6918003
1661	methapyrilene	4098
1662	stannous chloride	24479
1663	cyclosporine	5284373
1664	tasimelteon	10220503
1665	granulocyte-macrophage colony-stimulating factor	146171459
1666	tribasic calcium phosphate	146171460
1667	haloxazolam	3563
1668	metylprednisolone	146171461
1669	ocrylate	23167
1670	etofylline	1892
1671	capreomycin sulfate	146171462
1672	granulocyte colony-stimulating factor nos	146171463
1673	tiagabine hydrochloride	91274
1674	 fish oil	146171464
1675	powdered cellulose	146171465
1676	diphtheria and tetanus toxoids adsorbed	146171466
1677	rosuvastatin calcium	446157
1678	vonicog alfa	146171467
1679	dihydroxyacetone	670
1680	tebentafusp	146171468
1681	cinchonidine	101744
1682	sar-439459	146171469
1683	prabotulinumtoxina-xvfs	146171470
1684	povidone k29/32	146171471
1685	hypromellose 2208 (100 mpa.s)	146171472
1686	canagliflozin	24812758
1687	sambucus nigra flowering top	146171473
1688	canfosfamide	5312109
1689	sulfur	5362487
1690	tvb-2640	66548316
1691	conivaptan hydrochloride	216322
1692	glyclopyramide	71793
1693	rubella virus strain wistar ra 27/3 live antigen	146171474
1694	tipiracil hydrochloride	9903778
1695	acetic acid	146171475
1696	methadone	4095
1697	oxcarbazepine	34312
1698	eperisone hydrochloride	123698
1699	ternidazole	68944
1700	riluzole	5070
1701	hematin	449355
1702	ingavirin	9942657
1703	phenytoin sodium	1775
1704	influenza a virus a/perth/16/2009 (h3n2) live(attenuated) antigen	146171476
1705	piretanide	4849
1706	influenza a virus a/singapore/infimh-16-0019/2016 nib-104 (h3n2) antigen (formaldehyde inactivated)	146171477
1707	divalproex sodium	23663956
1708	mitiglinide	146171478
1709	terfenadine	5405
1710	lansoprazole	3883
1711	artemisia ludoviciana pollen	146171479
1712	ornithine	6262
1713	ethyl cysteinate hydrochloride	2723617
1714	tazemetostat hydrobromide	71761627
1715	bergamot oil	146171480
1716	triamcinolone diacetate	6216
1717	technetium tc-99m arcitumomab	146171481
1718	raltitrexed disodium	135565658
1719	dexchlorpheniramine maleate	5281070
1720	pheniramine maleate	5282139
1721	rifapentine	135403821
1722	cinnamon oil	6850781
1723	ibuprofen lysine	9841440
1724	calamine lotion	23083748
1725	balicatib	10201696
1726	amphotericin b	5280965
1727	pentachlorophenol	992
1728	 polyethylene glycol 400	146171482
1729	futibatinib	71621331
1730	magnesium acetate tetrahydrate	134717
1731	vosaroxin	9952884
1732	dexamethasone sodium phosphate	16961
1733	loxapine	3964
1734	ringer^s solution	146171483
1735	succinylated gelatin	146171484
1736	altrenogest	10041070
1737	imipenem	104838
1738	halobetasol propionate	6918178
1739	clarithromycin citrate	71587811
1740	red wine	146171485
1741	1-hydroxymidazolam	107917
1742	tiemonium	5473
1743	roxatidine acetate	5105
1744	anthraquinone	6780
1745	talazoparib tosylate	135565654
1746	mafenide	3998
1747	tobramycin	36294
1748	cefpirome	5479539
1749	dihydroxyaluminum sodium carbonate	146171486
1750	torsemide	41781
1751	bos taurus thymus	146171487
1752	dehydroemetine	21022
1753	etidronic acid	3305
1754	sodium laureth sulfate	23665884
1755	clonidine	2803
1756	cafedrine	71740
1757	pidotimod	65944
1758	linagliptin	10096344
1759	beclomethasone dipropionate	21700
1760	tilsotolimod sodium	146171488
1761	fominoben	3407
1762	tafamidis	11001318
1763	vadastuximab talirine	122706909
1764	ipecac	146171489
1765	ozagrel hydrochloride	6438130
1766	plevitrexed	135430970
1767	hyaluronidase	146171490
1768	methoxyacetylfentanyl	968688
1769	dexketoprofen	667550
1770	maribavir	471161
1771	wnt-974	46926973
1772	epoetin alfa-epbx	146171491
1773	mumps virus strain b level jeryl lynn live antigen	146171492
1774	technetium tc-99m red blood cells	146171493
1775	sulfisoxazole	5344
1776	samalizumab	146171494
1777	laminaria japonica	146171495
1778	agalsidase alfa	146171496
1779	beclabuvir hydrochloride	72722244
1780	elagolix sodium	24785956
1781	nitroglycerin	4510
1782	6-o-benzylguanine	4578
1783	chondroitin	53477707
1784	romosozumab	146171497
1785	gestrinone	27812
1786	bethanechol	2370
1787	losartan	3961
1788	penfluridol	33630
1789	rituximab-abbs	146171498
1790	sebelipase alfa	146171499
1791	doxylamine	3162
1792	natural latex rubber	146171500
1793	crangon shrimp	146171501
1794	solamargine	73611
1795	fluoxymesterone	6446
1796	larrea tridentata top	146171502
1797	perindopril erbumine	441313
1798	aluminum zirconium tetrachlorohydrex gly	146171503
1799	ranolazine	56959
1800	ethyl icosapentate	9831415
1801	chlorbenzoxamine hydrochloride	110673
1802	vespula pensylvanica venom protein	146171504
1803	ocriplasmin	146171505
1804	bentiromide	6957673
1805	chaetomium glob	146171506
1806	propicillin	92879
1807	spectinomycin	15541
1808	penicillium italicum	146171507
1809	imiquimod	57469
1810	nedocromil	50294
1811	cefiderocol sulfate tosylate	131839616
1812	hydroxyzine pamoate	25096
1813	edoxaban tosilate monohydrate	25022378
1814	n-demethylpromethazine	169959
1815	chlorphenamine maleate	2725
1816	tedizolid phosphate	11476460
1817	nafamostat mesylate	5311180
1818	dihydralazine mesylate	20055439
1819	metolazone	4170
1820	cochliobolus spicifer	146171508
1821	dibenzepin hydrochloride	443945
1822	lactase	146171509
1823	influenza b virus b/phuket/3073/2013 recombinant hemagglutin	146171510
1824	olprinone hydrochloride	115227
1825	symphytum officinale whole	146171511
1826	ginger	146171512
1827	tamoxifen	2733526
1828	chloramine-t anhydrous	146171513
1829	iboctadekin	146171514
1830	fluphenazine enanthate	3389
1831	hydroxyethyl starch 130/0.4	16213095
1832	diquafosol tetrasodium	148196
1833	tolbutamide sodium	23690448
1834	lactose	6134
1835	depatuxizumab	146171515
1836	octodrine hydrochloride	521901
1837	rauwolfia	146171516
1838	rumex crispus root	146171517
1839	cinacalcet	156419
1840	human immunoglobulin m	146171518
1841	oxetorone	36846
1842	papaverine	4680
1843	resiniferatoxin	5702546
1844	vidarabine	21704
1845	pork liver	146171519
1846	isoxsuprine hydrochloride	11368
1847	rosiglitazone maleate	77999
1848	glucosamine hydrochloride	146171520
1849	saxagliptin hydrochloride	49800073
1850	poliovirus vaccine, inactivated	146171521
1851	d+c yellow no. 8	146171522
1852	influenza virus vaccine trivalent type a+b	146171523
1853	avatrombopag maleate	9918581
1854	diapamide	19394
1855	teprotumumab-trbw	146171524
1856	poa pratensis	146171525
1857	gold au-198	66274
1858	tenoxicam	54677971
1859	debrisoquin	2966
1860	potassium cl	4873
1861	polyethylene glycol	174
1862	spaglumate sodium	91617624
1863	forodesine	135409409
1864	citrus x paradisi	146171526
1865	ramucirumab	146171527
1866	salicylamide	5147
1867	strontium acetate	10987
1868	ro-7082859	146171528
1869	aceprometazine maleate	25087112
1870	nifuroxazide	5337997
1871	esomeprazole strontium	16048656
1872	ketoconazole	456201
1873	senna fruit extract	146171529
1874	denosumab	146171530
1875	potassium iodate	23665710
1876	calcium stearate	15324
1877	poppy seed	146171531
1878	octinoxate	5355130
1879	influenza a virus a/singapore/infimh-16-0019/2016 ivr-186 (h3n2) antigen (uv, formaldehyde inactivated)	146171532
1880	tenofovir disoproxil fumarate	5481350
1881	xanthium sibiricum root	146171533
1882	nandrolone phenpropionate	229455
1883	cortivazol	66249
1884	simethicone	6433516
1885	cobamamide	6474320
1886	befuraline	68664
1887	clonostachys rosea f. rosea	146171534
1888	potassium bicarbonate	516893
1889	vitis vinifera root	146171535
1890	alogliptin	11450633
1891	golimumab	146171536
1892	atorvastatin calcium anhydrous	60822
1893	diacetylmorphine	5462328
1894	turpentine	146171537
1895	hamamelis virginiana root bark/stem bark	146171538
1896	veledimex	57751161
1897	quercus virginiana pollen	146171539
1898	cypermethrin	2912
1899	celery	177972
1900	tulobuterol	5606
1901	thymine	1135
1902	romosozumab-aqqg	146171540
1903	hyaluronidase-fihj	146171541
1904	toxicodendron radicans leaf	146171542
1905	phospholipid	146171543
1906	triglycerides,unspecified length	146171544
1907	.beta.-carotene	5280489
1908	methandriol	229021
1909	lorcaserin	11658860
1910	didanosine	135398739
1911	calcium lactate pentahydrate	13144
1912	rubia tincture	146171545
1913	lysozyme hydrochloride	146171546
1914	ambroxol	2132
1915	propoxycaine hydrochloride	11078
1916	primaquine phosphate	4908
1917	dronedarone	208898
1918	raloxifene	5035
1919	ezetimibe	150311
1920	prednazoline	72077
1921	fenoprofen calcium	3342
1922	methacrylic acid	4093
1923	limonene	22311
1924	bos taurus gallstone	146171547
1925	pinometostat	57345410
1926	bifidobacterium animalis lactis	146171548
1927	cep-9722	24780387
1928	eszopiclone	969472
1929	vismodegib	24776445
1930	bos taurus hair	146171549
1931	dopamine	681
1932	tobramycin sulfate	36294
1933	corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)	146171550
1934	urokinase	146171551
1935	iobenguane	60860
1936	measles virus antigen	146171552
1937	verapamil	2520
1938	amphetamine adipate	20567238
1939	isoflurane	3763
1940	chlorquinaldol	6301
1941	4-methylpentedrone	124201807
1942	hydroxychloroquine	3652
1943	tianeptine sodium	23663953
1944	phenylalanine, dl-	994
1945	iloprost tromethamine	46174092
1946	ketorolac tromethamine	84003
1947	loxapine succinate	71399
1948	respiratory syncytial virus immune globulin intravenous (human)	146171553
1949	unapproved	146171554
1950	toripalimab	146171555
1951	diltiazem hydrochloride	62920
1952	zinc orotate	108934
1953	chromic potassium sulfate	61489
1954	tamsulosin hydrochloride	5362376
1955	calcium nitrate	24963
1956	flucloxacillin sodium	23667629
1957	taliglucerase alfa	146171556
1958	atropa belladonna	146171557
1959	bevantolol hydrochloride	39324
1960	afuresertib	46843057
1961	hyaluronidase (human recombinant)	146171558
1962	idursulfase	146171559
1963	propolis wax	146171560
1964	anagliptin	44513473
1965	phenolphthalein	4764
1966	tilidine phosphate	71587539
1967	conestat alfa	146171561
1968	luminespib	135539077
1969	epinephrine bitartrate	5815
1970	chlorpheniramine maleate	2725
1971	cefmenoxime	9570757
1972	iron polymaltose	76960246
1973	metoclopramide	4168
1974	cicletanine hydrochloride	54909
1975	sodium phosphate, monobasic, monohydrate	146171562
1976	polystyrene	7501
1977	motexafin gadolinium	158385
1978	tribenoside	196122
1979	lacosamide	219078
1980	etalocib	177941
1981	ak-104	4130575
1982	biricodar	3037617
1983	alverine	3678
1984	felis catus hair	146171563
1985	nalmefene	5284594
1986	phenazepam	40113
1987	 lactobacillus plantarum	146171564
1988	clopenthixol	5372683
1989	bicarbonate ion	769
1990	aminocaproic acid	564
1991	peppermint	146171565
1992	nilotinib hydrochloride monohydrate	16757572
1993	bismuth tribromophenate	146171566
1994	valine	6287
1995	hirudin	146171567
1996	chlormadinone acetate	9324
1997	oxitriptan	439280
1998	tolvaptan	216237
1999	malic acid	5440
2000	impatiens glandulifera flower	146171568
2001	hetastarch	24846132
2002	mecasermin rinfabate	146171569
2003	antithrombin iii human	146171570
2004	cocarboxylase	9068
2005	hydroxychloroquine sulfate	12947
2006	mescaline	4076
2007	selenicereus grandiflorus stem	146171571
2008	rilpivirine	6451164
2009	5-bromo-2-acetylsalicylic acid	73922
2010	magnesium carbonate	11029
2011	trichophyton mentagrophytes	146171572
2012	cefotaxime	5742673
2013	human immunoglobulin a	146171573
2014	colchicum autumnale flower	146171574
2015	poliovirus type 2 antigen (formaldehyde inactivated)	146171575
2016	selenomethionine	15103
2017	succimer	2724354
2018	spaglumic acid	188803
2019	amdinocillin pivoxil hydrochloride	115162
2020	influenza a virus a/california/7/2009 x-179a (h1n1) hemagglutinin antigen (formaldehyde inactivated)	146171576
2021	florbetapir f-18	24822371
2022	ethosuximide	3291
2023	anas platyrhynchos feather	146171577
2024	human papillomavirus type 16 l1 capsid protein residues 2-471 antigen	146171578
2025	yttrium oxodotreotide y-90	146171579
2026	cannabinoid, synthetic (nos)	146171580
2027	wheat germ	146171581
2028	iodine tincture	807
2029	ebrotidine	65869
2030	influenza a virus a/singapore/infimh-16-0019/2016 (h3n2) recombinant hemagglutinin antigen	146171582
2031	sulforaphane	5350
2032	levoleucovorin calcium	135500522
2033	vitis vinifera seed	146171583
2034	sivelestat	107706
2035	fluorouracil	3385
2036	tremelimumab	146171584
2037	netilmicin	441306
2038	grazoprevir anhydrous	44603531
2039	carnitine orotate	22450956
2040	octotiamine	3034020
2041	clomiphene citrate	3033832
2042	haemophilus influenzae type b	146171585
2043	benzophenone	3102
2044	hemp	146171586
2045	oxyquinoline sulfate	517000
2046	ethylmorphine	5359271
2047	molsidomine	5353788
2048	levalbuterol sulfate	11505167
2049	cosmetics	146171587
2050	matricaria chamomilla	146171588
2051	oxapium iodide	168884
2052	hemin	146171589
2053	equus caballus skin	146171590
2054	lasmiditan	11610526
2055	lithium carbonate	11125
2056	testosterone enanthate	9416
2057	griseofulvin	441140
2058	n-demethyltramadol	198555
2059	rasagiline	3052776
2060	maltose anhydrous	439186
2061	nitrofurantoin monohydrate	61867
2062	moxonidine	4810
2063	carya illinoinensis pollen	146171591
2064	enoxacin	3229
2065	felodipine	3333
2066	desvenlafaxine fumarate	13520322
2067	salix nigra pollen	146171592
2068	cefoselis sulfate	9830519
2069	menaquinone 6	5283547
2070	fusidic acid	3000226
2071	indacaterol maleate	9827599
2072	copper	23978
2073	passiflora incarnata flowering top	146171593
2074	eftozanermin alfa	146171594
2075	doxycycline	54671203
2076	butylated hydroxytoluene	31404
2077	methylprednisolone sodium phosphate	21115
2078	anecortave	7074810
2079	zeaxanthin	5280899
2080	hylan g-f 20	24847767
2081	levocarnitine fumarate	109374093
2082	equisetum arvense top	146171595
2083	flumethasone	16490
2084	sulfisoxazole acetyl	6662
2085	phenylpropanolamine	26934
2086	wheat gluten	146171596
2087	25i-nbome	10251906
2088	heparin lithium	146171597
2089	quercus macrocarpa pollen	146171598
2090	boswellia serrata resin extract	146171599
2091	2,4,5-trimethoxyamphetamine	31014
2092	dextrothyroxine	8730
2093	bacillus calmette-guerin substrain connaught live antigen	146171600
2094	etoposide phosphate	6918092
2095	tralokinumab	146171601
2096	thymalfasin	16130571
2097	phenazocine	14707
2098	trifarotene	11518241
2099	letermovir	45138674
2100	uridine 5^-triphosphate sodium	88265
2101	pasireotide	9941444
2102	obatoclax	16681698
2103	cyanamide	9864
2104	influenza a virus a/texas/50/2012 (h3n2) live (attenuated) antigen	146171602
2105	zipeprol hydrochloride	36909
2106	fig fruit oil	146171603
2107	cannabis sativa seed oil	146171604
2108	lubiprostone	157920
2109	potassium sodium sulfate	167571
2110	plantago lanceolata leaf	146171605
2111	troglitazone	5591
2112	sitagliptin	4369359
2113	hydrocortisone hemisuccinate	16623
2114	azlocillin	6479523
2115	influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) antigen (formaldehyde inactivated)	146171606
2116	palbociclib isethionate	11478676
2117	sulfur hexafluoride	17358
2118	xanthan gum	146171607
2119	brimonidine tartrate	54405
2120	mica	92027383
2121	gold sodium thiomalate	22318
2122	ulmus crassifolia pollen	146171608
2123	mosapride citrate dihydrate	6918047
2124	pepsin	146171609
2125	ledipasvir	67505836
2126	citrus bioflavonoid complex	146171610
2127	eculizumab	146171611
2128	bordetella pertussis pertactin antigen	146171612
2129	tasosartan	60919
2130	herbals	146171613
2131	tirapazamine	135413511
2132	vaccinia virus strain new york city board of health live antigen	146171614
2133	orphenadrine	4601
2134	cefoxitin sodium	23667300
2135	shark cartilage	146171615
2136	human papillomavirus type 11 l1 capsid protein antigen	146171616
2137	caspofungin	2826718
2138	aminobenzoic acid	978
2139	tolu balsam	146171617
2140	tegaserod	135409453
2141	lovastatin	53232
2142	emivirine	65013
2143	anhydrous citric acid	311
2144	human papillomavirus type 18 l1 capsid protein antigen	146171618
2145	omacetaxine mepesuccinate	285033
2146	chloropyramine	25295
2147	fludrocortisone acetate	225609
2148	datura stramonium	146171619
2149	pipotiazine	62867
2150	saccharomyces cerevisiae	146171620
2151	mk-7264 citrate	7016112
2152	navitoclax	24978538
2153	gefarnate	5282182
2154	ichthammol	146171621
2155	daunorubicin citrate	9961878
2156	ralimetinib	11539025
2157	buprenorphine hydrochloride	3033050
2158	pentazocine	441278
2159	gastric mucin	5883
2160	clostridium botulinum	146171622
2161	brexpiprazole	11978813
2162	clorazepic acid	2809
2163	naphthalene	931
2164	albuterol	2083
2165	sennosides	5199
2166	magnesium aspartate dihydrate	76968352
2167	medronic acid	16124
2168	ferrous lactate	22197
2169	liothyronine	5920
2170	dimethicone copolyol	146171623
2171	eurotium amstelodami	146171624
2172	levomepromazine hydrochloride	11954230
2173	manganese	23930
2174	pomegranate	146171625
2175	octreotide	448601
2176	reboxetine mesylate	127150
2177	methocarbamol	4107
2178	phosphocreatine sodium	71588
2179	melissa officinalis leaf	146171626
2180	bosentan monohydrate	185462
2181	lefamulin acetate	86346053
2182	omega-6 fatty acids	56842208
2183	tariquidar	148201
2184	human blood cells	146171627
2185	technetium tc-99m albumin aggregated	146171628
2186	potassium phosphate	62657
2187	levamlodipine besylate	11365087
2188	terpin	6651
2189	olmutinib	54758501
2190	bimagrumab	146171629
2191	dequalinium	2993
2192	ertapenem	150610
2193	orotic acid	967
2194	vitis vinifera leaf	146171630
2195	febuxostat	134018
2196	penicillium digitatum	146171631
2197	napabucasin	10331844
2198	gramicidin	16130140
2199	tetrahydrozoline	5419
2200	zinc citrate	11023
2201	delta(9)-tetrahydrocannabinolic acid	98523
2202	succinylcholine chloride	22475
2203	tyrosine	6057
2204	infliximab	146171632
2205	flunarizine	941361
2206	meningococcal group b vaccine	146171633
2207	duloxetine	60835
2208	magnesium nitrate	25212
2209	.alpha.-lipoic acid, (+/-)-	146171634
2210	aminosalicylate calcium aluminium	146171635
2211	propofol	4943
2212	1,2-dipalmitoyl-sn-glycero-3-phospho-(1^-rac-glycerol), sodium salt	146171636
2213	tetanus toxoid, reduced diphtheria toxoid and acellular pertussis vaccine adsorbed, tdap	146171637
2214	measles virus strain enders^ attenuated edmonston live antigen	146171638
2215	idelalisib	11625818
2216	etanercept-szzs	146171639
2217	buspirone hydrochloride	36431
2218	imetelstat	146171640
2219	aluminum phosphide	30332
2220	yucca schidigera	146171641
2221	trimecaine	12028
2222	flucloxacillin sodium anhydrous	146171642
2223	telmisartan	65999
2224	butyrfentanyl	621174
2225	ferrous aspartate	13270162
2226	mupirocin	446596
2227	dactinomycin	457193
2228	esculin	5281417
2229	bupivacaine hydrochloride	64737
2230	bunazosin	2472
2231	infigratinib	53235510
2232	cytisine	10235
2233	fimepinostat	54575456
2234	thyroid	23666112
2235	levomepromazine embonate	86278646
2236	ticrynafen	38409
2237	nefazodone hydrochloride	54911
2238	lomustine	3950
2239	chloroxine	2722
2240	corn oil	146171643
2241	onalespib	11955716
2242	mitragynine	3034396
2243	spartalizumab	146171644
2244	ginseng extract	146171645
2245	dihydralazine	10230
2246	melphalan	460612
2247	aflibercept	146171646
2248	nafarelin acetate	25077405
2249	amifostine	2141
2250	adalimumab	146171647
2251	josamycin propionate	23724981
2252	tomato	146171648
2253	allergenic extract- tomato	146171649
2254	technetium tc-99m etarfolatide	136245567
2255	fd+c red no. 40	146171650
2256	primrose extract	146171651
2257	altretamine	2123
2258	toremifene	3005573
2259	colesevelam hydrochloride	146171652
2260	quercetin	5280343
2261	chromium picolinate	151932
2262	estrone sodium sulfate	23667301
2263	oxymetazoline hydrochloride	66259
2264	glucosamine sulfate sodium chloride	45357623
2265	glycyrrhizinate dipotassium	656852
2266	testosterone	6013
2267	eugenol	3314
2268	aminoglutethimide	2145
2269	hypromellose 2906 (4000 mpa.s)	146171653
2270	tarextumab	146171654
2271	meperidine hydrochloride	5750
2272	latamoxef disodium	441242
2273	influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (propiolactone inactivated)	146171655
2274	viminol p-hydroxybenzoate	211972
2275	polatuzumab vedotin	146171656
2276	benzethonium	2335
2277	sodium acetate	517045
2278	cyclomethicone 5	10913
2279	trastuzumab-pkrb	146171657
2280	influenza b virus b/wisconsin/1/2010 recombinant hemagglutinin antigen	146171658
2281	hidrosmin	3087722
2282	gonadorelin acetate	11980076
2283	reboxetine	127151
2284	micafungin sodium	23666118
2285	ipilimumab	146171659
2286	cilastatin sodium	23663403
2287	cyclophosphamide anhydrous	2907
2288	menthyl isovalerate, (+/-)-	119900
2289	diflucortolone valerate	91670
2290	lysine hydrochloride	69568
2291	squash	146171660
2292	cytidine	6175
2293	aldicarb	9570071
2294	thioinosine	676166
2295	loxoprofen sodium	23663407
2296	concord grape	146171661
2297	faldaprevir	42601552
2298	vorapaxar	10077130
2299	blonanserin	125564
2300	calcium gluconate	9290
2301	piperidine	8082
2302	milnacipran hydrochloride	163701
2303	flax seeds	146171662
2304	fish oil, hydrogenated	146171663
2305	lofepramine hydrochloride	33611
2306	fibrin sealant (human)	146171664
2307	dextrorphan	5360697
2308	potassium chlorate	6426889
2309	barium	5355457
2310	lincomycin	3000540
2311	diethylamine salicylate	9837223
2312	fenoxazoline hydrochloride	71898
2313	plitidepsin	9812534
2314	enoxaparin sodium	146171665
2315	gestodene	3033968
2316	andexanet alfa	146171666
2317	tolcapone	4659569
2318	marsdenia condurango bark	146171667
2319	linopirdine	3932
2320	piperazine	146171668
2321	manganese glycerophosphate	14844
2322	dasabuvir sodium monohydrate	73671732
2323	ramosetron hydrochloride	107999
2324	diflunisal	3059
2325	cimetidine hydrochloride	50963
2326	tapentadol	9838022
2327	ferric oxyhydroxide	9793696
2328	dirithromycin	6473883
2329	amaranthus spinosus pollen	146171669
2330	isoproterenol	3779
2331	hydrocodone	5284569
2332	olaflur	23257
2333	mometasone furoate	441336
2334	milrinone	4197
2335	dibucaine	3025
2336	poliovirus vaccine inactivated monkey kidney cell	146171670
2337	tirofiban	60947
2338	dextromoramide tartrate	92942
2339	sodium bisulfite	23665763
2340	anser anser feather	146171671
2341	voxilaprevir	89921642
2342	quinine benzoate	146171672
2343	bacillus calmette-guerin substrain danish 1331 live antigen	146171673
2344	panobinostat	6918837
2345	butylscopolamine bromide	6852391
2346	depatuxizumab mafodotin	86278355
2347	tamibarotene	108143
2348	rolapitant	10311306
2349	fentanyl hydrochloride	83932
2350	flurbiprofen axetil	3395
2351	necuparanib	146171674
2352	aspirin	2244
2353	piroxicam	54676228
2354	levocarnitine tartrate	76964373
2355	northern white shrimp	146171675
2356	tafamidis meglumine	24970412
2357	wine	146171676
2358	fesoterodine	6918558
2359	chromic chloride	146171677
2360	iron isomaltoside 1000	146171678
2361	influenza a virus a/california/7/2009(h1n1)-like antigen (formaldehyde inactivated)	146171679
2362	sus scrofa placenta	146171680
2363	sertaconazole nitrate	200103
2364	aminobenzoate potassium	23663628
2365	dusquetide	71722017
2366	raltegravir potassium	23668479
2367	human adenovirus b serotype 7 strain 55142	146171681
2368	varenicline	170361
2369	normethadone	10090
2370	methylene blue	6099
2371	phenprobamate	4770
2372	propipocaine	70864
2373	velaglucerase alfa	146171682
2374	.alpha.-tocopherol, d-	146171683
2375	malathion	4004
2376	soy sterol	146171684
2377	icotinib	22024915
2378	norbuprenorphine	114976
2379	pine needle oil (pinus mugo)	146171685
2380	mezlocillin sodium	656511
2381	dimethyl ether	8254
2382	pretomanid	456199
2383	risedronate sodium hemi-pentahydrate	11954322
2384	hydrofluoric acid	14917
2385	alfacalcidol	5282181
2386	olea europaea leaf	146171686
2387	attapulgite	146171687
2388	camomile extract	146171688
2389	cupric oxide	146171689
2390	ublituximab	146171690
2391	digoxin	2724385
2392	.delta.-tocopherol, dl-	92094
2393	batilol	3681
2394	chlorothiazide sodium	23675744
2395	hexaminolevulinate hydrochloride	6433082
2396	autologous cultured chondrocytes	146171691
2397	7-aminoflunitrazepam	92294
2398	diphenazine	94353
2399	metformin	4091
2400	bromisoval	2447
2401	cinitapride tartrate	68867
2402	ebastine	3191
2403	oxychlorosene	3084036
2404	omeprazole	4594
2405	nitric acid	944
2406	piper methysticum root	146171692
2407	lactobacillus plantarum	146171693
2408	dibucaine hydrochloride	521951
2409	trelagliptin succinate	44183569
2410	embramine	19105
2411	sodium fluoride	5235
2412	influenza b virus b/brisbane/60/2008 antigen (uv, formaldehyde inactivated)	146171694
2413	brolucizumab	146171695
2414	tofisopam	5502
2415	hexoprenaline	3609
2416	chondroitin sulfate (chicken)	146171696
2417	orange	146171697
2418	diphenidol	3055
2419	metaraminol	5906
2420	aspirin magnesium	8591
2421	vorapaxar sulfate	10077129
2422	valerian	146171698
2423	albumin (human)	146171699
2424	amdinocillin	36273
2425	erythromycin stinoprate	71276
2426	abobotulinumtoxina	146171700
2427	pirbuterol acetate	171674
2428	dimethindene	21855
2429	alprostadil	5280723
2430	desflurane	42113
2431	.alpha.-tocopherol	2116
2432	bleomycetin	84046
2433	walnut oil	146171701
2434	human herpesvirus 1, 1716 (icp 34.5 deletion)	146171702
2435	galsulfase	146171703
2436	2,3-dimercapto-1-propanesulfonic acid	6321
2437	influenza a virus a/kansas/14/2017 x-327 (h3n2) antigen (formaldehyde inactivated)	146171704
2438	zolbetuximab	146171705
2439	metreleptin	146171706
2440	trimetozine	12478
2441	chloroxylenol	2723
2442	turpentine oil	146171707
2443	pridinol	4904
2444	erythromycin ethylsuccinate	443953
2445	human rotavirus a	146171708
2446	hair keratin amino acids gold complex	146171709
2447	epicoccum nig	146171710
2448	pholcodine	5311356
2449	green tea leaf	146171711
2450	sulfamerazine	5325
2451	carboxypolymethylene	146171712
2452	passiflora incarnata top	146171713
2453	measles-mumps-rubella virus vaccine	146171714
2454	carboprost tromethamine	5281074
2455	1,3,5-trimethoxybenzene	69301
2456	bifidobacterium longum	9047
2457	angiotensin ii acetate	172197
2458	garlic oil	16315
2459	atenolol	2249
2460	ceftriaxone sodium	5479530
2461	allergen patch test	146171715
2462	festuca pratensis	146171716
2463	ranitidine bismuth citrate	3033887
2464	beclamide	10391
2465	diperodon	10831
2466	hydroxide ion	961
