	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
1853	42899103	high fructose corn syrup	Drug	RxNorm	Ingredient	S	1310511	20121001	20991231	
1854	42899345	maltose syrup	Drug	RxNorm	Ingredient	S	1310512	20121001	20991231	
1855	42899754	sorbitan isostearate	Drug	RxNorm	Ingredient	S	1310513	20121001	20991231	
1856	42899438	lactoperoxidase	Drug	RxNorm	Ingredient	S	1310514	20121001	20991231	
1857	42900387	anchovy preparation	Drug	RxNorm	Ingredient	S	1310517	20121001	20991231	
1858	42899410	Limonia acidissima wood extract	Drug	RxNorm	Ingredient	S	1310519	20121001	20991231	
1859	42900584	teriflunomide	Drug	RxNorm	Ingredient	S	1310520	20121001	20991231	
1860	42900026	undecyl alcohol	Drug	RxNorm	Ingredient	S	1310537	20121001	20991231	
1861	42900214	trihydroxystearin	Drug	RxNorm	Ingredient	S	1310538	20121001	20991231	
1862	42898914	di(4-tert-butylcyclohexyl) peroxydicarbonate	Drug	RxNorm	Ingredient	S	1310539	20121001	20991231	
1863	42898882	D&C red no. 21	Drug	RxNorm	Ingredient	S	1310541	20121001	20991231	
1864	42898184	1,3-butylene glycol	Drug	RxNorm	Ingredient	S	1310542	20121001	20991231	
1865	42898186	1,3-dimethylol-5,5-dimethylhydantoin	Drug	RxNorm	Ingredient	S	1310543	20121001	20991231	
1866	42898241	2-amino-2-methyl-1-propanol	Drug	RxNorm	Ingredient	S	1310544	20121001	20991231	
1867	42898253	acesulfame	Drug	RxNorm	Ingredient	S	1310546	20121001	20991231	
1868	42898255	ACETYL HEXAPEPTIDE-3	Drug	RxNorm	Ingredient		1310547	20121001	20140106	U
1869	42898372	alkyl (C12-15) benzoate	Drug	RxNorm	Ingredient	S	1310548	20121001	20991231	
1870	42898521	butane	Drug	RxNorm	Ingredient	S	1310550	20121001	20991231	
1871	42900261	triethyl citrate	Drug	RxNorm	Ingredient	S	1310554	20121001	20991231	
1872	42898984	FD & C red no. 40 aluminum lake	Drug	RxNorm	Ingredient	S	1310558	20121001	20991231	
1873	42898887	D&C red no. 27 aluminum lake	Drug	RxNorm	Ingredient	S	1310559	20121001	20991231	
1874	42898987	FD&C Blue #1 Aluminum Lake	Drug	RxNorm	Ingredient		1310560	20121001	20121203	U
1875	42898991	FD&C blue #2 aluminum lake	Drug	RxNorm	Ingredient		1310561	20121001	20130505	U
1876	42898986	FD &C yellow #6 aluminum lake	Drug	RxNorm	Ingredient	S	1310562	20121001	20991231	
1877	42898878	D & C red # 30 aluminum lake	Drug	RxNorm	Ingredient	S	1310563	20121001	20991231	
1878	42898885	D&C red no. 7	Drug	RxNorm	Ingredient	S	1310564	20121001	20991231	
1879	42900260	ethyl cellulose	Drug	RxNorm	Ingredient	S	1310565	20121001	20991231	
1880	42899326	magnesium silicate	Drug	RxNorm	Ingredient	S	1310566	20121001	20991231	
1881	42899323	methanol	Drug	RxNorm	Ingredient	S	1310568	20121001	20991231	
1882	42899495	laureth-3	Drug	RxNorm	Ingredient	S	1310570	20121001	20991231	
1883	42899788	shea butter	Drug	RxNorm	Ingredient	S	1310571	20121001	20991231	
1884	42900525	ferric oxide	Drug	RxNorm	Ingredient	S	1310572	20121001	20991231	
1885	42898836	croscarmellose	Drug	RxNorm	Ingredient	S	1310574	20121001	20991231	
1886	42898989	FD&C red no. 4	Drug	RxNorm	Ingredient	S	1310575	20121001	20991231	
1887	42898950	corn syrup	Drug	RxNorm	Ingredient	S	1310576	20121001	20991231	
1888	42899398	medium chain triglycerides	Drug	RxNorm	Ingredient	S	1310578	20121001	20991231	
1889	42898190	butyl alcohol	Drug	RxNorm	Ingredient	S	1310579	20121001	20991231	
1890	42900461	methyl lactate	Drug	RxNorm	Ingredient	S	1310580	20121001	20991231	
1891	42900484	menthyl lactate	Drug	RxNorm	Ingredient	S	1310581	20121001	20991231	
1892	42899129	hydrogenated palm glycerides	Drug	RxNorm	Ingredient	S	1310582	20121001	20991231	
1893	42899463	Laminaria digitata preparation	Drug	RxNorm	Ingredient	S	1310584	20121001	20991231	
1894	42899558	phenyl trimethicone	Drug	RxNorm	Ingredient	S	1310585	20121001	20991231	
1895	42900444	octyltriethoxysilane	Drug	RxNorm	Ingredient	S	1310586	20121001	20991231	
1896	42899810	skim milk	Drug	RxNorm	Ingredient	S	1310587	20121001	20991231	
1897	42899052	eosine yellowish	Drug	RxNorm	Ingredient	S	1310593	20121001	20991231	
1898	42899937	polyethylene glycol 4000	Drug	RxNorm	Ingredient	S	1310594	20121001	20991231	
1899	42899571	polyethylene glycol 600	Drug	RxNorm	Ingredient	S	1310598	20121001	20991231	
1900	42898571	carbomer copolymer type A	Drug	RxNorm	Ingredient	S	1310599	20121001	20991231	
1901	42898389	Allura red AC dye	Drug	RxNorm	Ingredient	S	1310600	20121001	20991231	
1902	42898912	D.C. red no. 33	Drug	RxNorm	Ingredient	S	1310601	20121001	20991231	
1903	42900239	diazolidinylurea	Drug	RxNorm	Ingredient	S	1310602	20121001	20991231	
1904	42900447	oleyl alcohol	Drug	RxNorm	Ingredient	S	1310603	20121001	20991231	
1905	42898551	brilliant blue FCF	Drug	RxNorm	Ingredient	S	1310605	20121001	20991231	
1906	42899008	fast green FCF stain	Drug	RxNorm	Ingredient	S	1310705	20121001	20991231	
1907	42898837	crospovidone	Drug	RxNorm	Ingredient	S	1310706	20121001	20991231	
1908	42898883	D&C red no. 28	Drug	RxNorm	Ingredient	S	1310707	20121001	20991231	
1909	42899524	ferrosoferric oxide	Drug	RxNorm	Ingredient	S	1310708	20121001	20991231	
1910	42898740	ceteth-20	Drug	RxNorm	Ingredient	S	1310709	20121001	20991231	
1911	42898673	Bacillus coagulans	Drug	RxNorm	Ingredient	S	1310844	20121001	20991231	
1912	42899454	Lactobacillus helveticus	Drug	RxNorm	Ingredient	S	1310845	20121001	20991231	
1913	42899939	Proteus inconstans	Drug	RxNorm	Ingredient	S	1310846	20121001	20991231	
1914	42900101	Spirulina platensis	Drug	RxNorm	Ingredient		1310847	20121001	20121202	U
1915	42898282	Aphanizomenon flos-aquae	Drug	RxNorm	Ingredient	S	1310848	20121001	20991231	
1916	42898868	Clostridium perfringens	Drug	RxNorm	Ingredient		1310866	20121001	20121202	U
1917	42899940	Proteus mirabilis	Drug	RxNorm	Ingredient	S	1310903	20121001	20991231	
1918	42899968	WEST NILE VIRUS	Drug	RxNorm	Ingredient		1310904	20121001	20121202	U
1919	42900042	Trichophyton verrucosum	Drug	RxNorm	Ingredient	S	1310905	20121001	20991231	
1920	42899688	Mycobacterium bovis	Drug	RxNorm	Ingredient		1310906	20121001	20121202	U
1921	42899689	Mycobacterium phlei	Drug	RxNorm	Ingredient	S	1310907	20121001	20991231	
1922	42898550	Brevibacterium stationis	Drug	RxNorm	Ingredient	S	1310908	20121001	20991231	
1923	42899915	Propionibacterium avidum	Drug	RxNorm	Ingredient	S	1310909	20121001	20991231	
1924	42899914	Propionibacterium acnes	Drug	RxNorm	Ingredient	S	1310910	20121001	20991231	
1925	42899174	Helicobacter pylori	Drug	RxNorm	Ingredient		1310911	20121001	20121202	U
1926	42899735	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS	Drug	RxNorm	Ingredient		1310912	20121001	20121202	U
1927	42899887	Pseudomonas aeruginosa	Drug	RxNorm	Ingredient	S	1310913	20121001	20991231	
1928	42898733	Candida parapsilosis	Drug	RxNorm	Ingredient	S	1310914	20121001	20991231	
1929	42898734	Candida torresii	Drug	RxNorm	Ingredient		1310915	20121001	20121202	U
1930	42898382	Amanita muscaria extract	Drug	RxNorm	Ingredient	S	1311039	20121001	20991231	
1931	42898488	brown rice preparation	Drug	RxNorm	Ingredient	S	1311040	20121001	20991231	
1932	42898775	Calvatia gigantea extract	Drug	RxNorm	Ingredient	S	1311041	20121001	20991231	
1933	42898725	Chimaphila maculata extract	Drug	RxNorm	Ingredient		1311042	20121001	20121202	U
1934	42899066	Drosera anglica extract	Drug	RxNorm	Ingredient		1311043	20121001	20121202	U
1935	42899074	Epimedium grandiflorum top extract	Drug	RxNorm	Ingredient	S	1311044	20121001	20991231	
1936	42899016	Fucus vesiculosus extract	Drug	RxNorm	Ingredient		1311045	20121001	20121202	U
1937	42899161	Hedeoma pulegioides extract	Drug	RxNorm	Ingredient		1311046	20121001	20121202	U
1938	42899094	immature Juglans regia fruit rind extract	Drug	RxNorm	Ingredient	S	1311047	20121001	20991231	
1939	42899660	Nasturtium aquaticum extract	Drug	RxNorm	Ingredient		1311048	20121001	20121202	U
1940	42899531	Oenanthe aquatica fruit extract	Drug	RxNorm	Ingredient	S	1311050	20121001	20991231	
1941	42899883	Picea mariana resin	Drug	RxNorm	Ingredient	S	1311051	20121001	20991231	
1942	42899835	Quercus robur nut extract	Drug	RxNorm	Ingredient	S	1311052	20121001	20991231	
1943	42900217	Taenia solium preparation	Drug	RxNorm	Ingredient		1311053	20121001	20121202	U
1944	42900223	Tanacetum vulgare top extract	Drug	RxNorm	Ingredient	S	1311054	20121001	20991231	
1945	42898432	Alcaligenes faecalis	Drug	RxNorm	Ingredient		1311055	20121001	20121202	U
1946	42898761	causticum preparation	Drug	RxNorm	Ingredient	S	1311056	20121001	20991231	
1947	42899361	Lycopodium clavatum spore extract	Drug	RxNorm	Ingredient	S	1311057	20121001	20991231	
1948	42899680	Mucuna pruriens fruit trichome extract	Drug	RxNorm	Ingredient	S	1311060	20121001	20991231	
1949	42899432	Klebsiella pneumoniae	Drug	RxNorm	Ingredient	S	1311061	20121001	20991231	
1950	42899543	oyster shell calcium carbonate preparation	Drug	RxNorm	Ingredient	S	1311062	20121001	20991231	
1951	42899198	giant puffball extract	Drug	RxNorm	Ingredient	S	1311063	20121001	20991231	
1952	42900344	barium chloride	Drug	RxNorm	Ingredient	S	1311065	20121001	20991231	
1953	42900103	Spongia officinalis skeleton extract	Drug	RxNorm	Ingredient	S	1311066	20121001	20991231	
1954	42898624	barium	Drug	RxNorm	Ingredient	S	1311067	20121001	20991231	
1955	42899691	Myosotis arvensis extract	Drug	RxNorm	Ingredient		1311068	20121001	20121202	U
1956	42899868	pork brain preparation	Drug	RxNorm	Ingredient	S	1311069	20121001	20991231	
1957	42899476	lanthanum	Drug	RxNorm	Ingredient	S	1311070	20121001	20991231	
1958	42899872	pork liver preparation	Drug	RxNorm	Ingredient	S	1311071	20121001	20991231	
1959	42898625	barium iodide	Drug	RxNorm	Ingredient	S	1311072	20121001	20991231	
1960	42898491	Cairina moshcata heart-liver preparation	Drug	RxNorm	Ingredient	S	1311073	20121001	20991231	
1961	42898795	Dieffenbachia seguine extract	Drug	RxNorm	Ingredient		1311074	20121001	20121202	U
1962	42899206	Guaiacum officinale resin extract	Drug	RxNorm	Ingredient		1311075	20121001	20121202	U
1963	42898927	Claviceps purpurea sclerotium	Drug	RxNorm	Ingredient	S	1311077	20121001	20991231	
1964	42900166	Sus scrofa pineal gland preparation	Drug	RxNorm	Ingredient	S	1311078	20121001	20991231	
1965	42899722	Sanguinaria canadensis extract	Drug	RxNorm	Ingredient	S	1311079	20121001	20991231	
1966	42899006	wood ant preparation	Drug	RxNorm	Ingredient	S	1311080	20121001	20991231	
1967	42900349	cadmium iodide	Drug	RxNorm	Ingredient	S	1311081	20121001	20991231	
1968	42900421	rancid beef preparation	Drug	RxNorm	Ingredient	S	1311083	20121001	20991231	
1969	42898956	choline hydroxide	Drug	RxNorm	Ingredient	S	1311084	20121001	20991231	
1970	42900552	xanthine	Drug	RxNorm	Ingredient	S	1311085	20121001	20991231	
1971	42899562	Penicillium glabrum	Drug	RxNorm	Ingredient		1311086	20121001	20121202	U
1972	42898349	Araneus diadematus preparation	Drug	RxNorm	Ingredient		1311087	20121001	20121202	U
1973	42900599	vanillylamine	Drug	RxNorm	Ingredient		1311088	20121001	20121202	U
1974	42898933	defibrotide	Drug	RxNorm	Ingredient	S	1311089	20121001	20991231	
1975	42900346	barium oxalosuccinate	Drug	RxNorm	Ingredient	S	1311090	20121001	20991231	
1976	42900220	Theridion curassavicum preparation	Drug	RxNorm	Ingredient	S	1311091	20121001	20991231	
1977	42899648	Momordica balsamina immature fruit extract	Drug	RxNorm	Ingredient	S	1311092	20121001	20991231	
1978	42900492	human breast tumor cell	Drug	RxNorm	Ingredient		1311093	20121001	20121202	U
1979	42900016	Vinca minor extract	Drug	RxNorm	Ingredient		1311094	20121001	20121202	U
1980	42899116	human papillomavirus	Drug	RxNorm	Ingredient	S	1311095	20121001	20991231	
1981	42900021	Viscum album fruiting top extract	Drug	RxNorm	Ingredient	S	1311096	20121001	20991231	
1982	42899416	calomel	Drug	RxNorm	Ingredient	S	1311098	20121001	20991231	
1983	42900195	Symphoricarpos albus fruit extract	Drug	RxNorm	Ingredient	S	1311100	20121001	20991231	
1984	42899726	Sanicula europaea extract	Drug	RxNorm	Ingredient	S	1311101	20121001	20991231	
1985	42898735	Canis lupus familiaris milk preparation	Drug	RxNorm	Ingredient	S	1311102	20121001	20991231	
1986	42900039	ytterbium oxide	Drug	RxNorm	Ingredient	S	1311103	20121001	20991231	
1987	42898719	Carbo animalis preparation	Drug	RxNorm	Ingredient		1311104	20121001	20121202	U
1988	42899166	Helianthemum canadense extract	Drug	RxNorm	Ingredient		1311106	20121001	20121202	U
1989	42900437	neodymium oxide	Drug	RxNorm	Ingredient	S	1311107	20121001	20991231	
1990	42899175	Helleborus extract	Drug	RxNorm	Ingredient		1311108	20121001	20180701	D
1991	42900102	Spongia officinalis preparation	Drug	RxNorm	Ingredient	S	1311109	20121001	20991231	
1992	42900485	mercuric cyanide	Drug	RxNorm	Ingredient	S	1311110	20121001	20991231	
1993	42899942	Proteus vulgaris	Drug	RxNorm	Ingredient		1311111	20121001	20121202	U
1994	42898672	Bacillus cereus	Drug	RxNorm	Ingredient	S	1311112	20121001	20991231	
1995	42898671	Bacillus anthracis immunoserum rabbit	Drug	RxNorm	Ingredient		1311113	20121001	20121202	U
1996	42900495	lanthanum oxide	Drug	RxNorm	Ingredient	S	1311114	20121001	20991231	
1997	42898674	Bacillus firmus	Drug	RxNorm	Ingredient		1311115	20121001	20121202	U
1998	42898976	europium oxide	Drug	RxNorm	Ingredient	S	1311116	20121001	20991231	
1999	42899351	mammal liver preparation	Drug	RxNorm	Ingredient	S	1311117	20121001	20991231	
2000	42900494	gadolinium oxide	Drug	RxNorm	Ingredient	S	1311118	20121001	20991231	
2001	42898675	Bacillus subtilis	Drug	RxNorm	Ingredient	S	1311119	20121001	20991231	
2002	42899943	Protortonia cacti preparation	Drug	RxNorm	Ingredient		1311120	20121001	20121202	U
2003	42899886	Pseudognaphalium obtusifolium extract	Drug	RxNorm	Ingredient	S	1311121	20121001	20991231	
2004	42899972	Triticum aestivum extract	Drug	RxNorm	Ingredient	S	1311122	20121001	20991231	
2005	42900091	Thymus serpyllum extract	Drug	RxNorm	Ingredient		1311124	20121001	20121202	U
2006	42899696	Myrtus communis top extract	Drug	RxNorm	Ingredient	S	1311125	20121001	20991231	
2007	42899413	Mercurialis perennis extract	Drug	RxNorm	Ingredient		1311126	20121001	20121202	U
2008	42898315	Ascophyllum nodosum extract	Drug	RxNorm	Ingredient	S	1311127	20121001	20991231	
2009	42898890	Citharacanthus spinicrus preparation	Drug	RxNorm	Ingredient	S	1311128	20121001	20991231	
2010	42900014	yeast mannan preparation	Drug	RxNorm	Ingredient	S	1311129	20121001	20991231	
2011	42899592	osmium	Drug	RxNorm	Ingredient	S	1311130	20121001	20991231	
2012	42899520	iridium	Drug	RxNorm	Ingredient	S	1311131	20121001	20991231	
2013	42898492	Bufo bufo cutaneous gland preparation	Drug	RxNorm	Ingredient		1311132	20121001	20121202	U
2014	42899491	Larrea tridenta top extract	Drug	RxNorm	Ingredient	S	1311133	20121001	20991231	
2015	42899932	propyl gallate	Drug	RxNorm	Ingredient	S	1311134	20121001	20991231	
2016	42900090	Sorghum extract	Drug	RxNorm	Ingredient		1311135	20121001	20121202	U
2017	42899512	Lemna minor extract	Drug	RxNorm	Ingredient		1311136	20121001	20121202	U
2018	42898262	acetaldehyde	Drug	RxNorm	Ingredient	S	1311137	20121001	20991231	
2019	42900071	sodium bromide	Drug	RxNorm	Ingredient	S	1311138	20121001	20991231	
2020	42900087	sorbate	Drug	RxNorm	Ingredient	S	1311140	20121001	20991231	
2021	42899645	octopamine	Drug	RxNorm	Ingredient	S	1311141	20121001	20991231	
2022	42898658	Astacus astacus preparation	Drug	RxNorm	Ingredient		1311142	20121001	20121202	U
2023	42898430	aji pepper extract	Drug	RxNorm	Ingredient	S	1311143	20121001	20991231	
2024	42899778	Sepia officinalis juice	Drug	RxNorm	Ingredient	S	1311144	20121001	20991231	
2025	42900352	carbitol	Drug	RxNorm	Ingredient		1311145	20121001	20130505	U
2026	42900463	piperine	Drug	RxNorm	Ingredient	S	1311146	20121001	20991231	
2027	42900243	diethylene glycol monoethyl ether	Drug	RxNorm	Ingredient	S	1311147	20121001	20991231	
2028	42899362	Lycopus virginicus extract	Drug	RxNorm	Ingredient	S	1311148	20121001	20991231	
2029	42899647	naphthalene	Drug	RxNorm	Ingredient	S	1311149	20121001	20991231	
2030	42899892	Pulex irritans preparation	Drug	RxNorm	Ingredient	S	1311151	20121001	20991231	
2031	42899137	Hyoscyamus niger extract	Drug	RxNorm	Ingredient	S	1311152	20121001	20991231	
2032	42898396	amino methacrylate copolymer	Drug	RxNorm	Ingredient	S	1311153	20121001	20991231	
2033	42899908	Pulsatilla patens extract	Drug	RxNorm	Ingredient	S	1311154	20121001	20991231	
2034	42900522	glyceryl stearate	Drug	RxNorm	Ingredient	S	1311155	20121001	20991231	
2035	42900456	picric acid	Drug	RxNorm	Ingredient		1311157	20121001	20121202	U
2036	42899878	Physalia physalis preparation	Drug	RxNorm	Ingredient		1311158	20121001	20121202	U
2037	42899501	lead iodide	Drug	RxNorm	Ingredient	S	1311159	20121001	20991231	
2038	42898862	Cimex lectularius preparation	Drug	RxNorm	Ingredient		1311162	20121001	20121202	U
2039	42898720	carbomer 1342	Drug	RxNorm	Ingredient	S	1311163	20121001	20991231	
2040	42898721	Carbopol 981	Drug	RxNorm	Ingredient	S	1311164	20121001	20991231	
2041	42900353	carbomer homopolymer type b	Drug	RxNorm	Ingredient		1311166	20121001	20180204	U
2042	42899871	pork kidney preparation	Drug	RxNorm	Ingredient	S	1311167	20121001	20991231	
2043	42898627	beef kidney preparation	Drug	RxNorm	Ingredient	S	1311170	20121001	20991231	
2044	42898880	D & C green 5	Drug	RxNorm	Ingredient	S	1311171	20121001	20991231	
2045	42898879	D & C red no. 27	Drug	RxNorm	Ingredient	S	1311172	20121001	20991231	
2046	42898628	Beef liver preparation	Drug	RxNorm	Ingredient		1311173	20121001	20121202	U
2047	42898888	D&C red no. 30	Drug	RxNorm	Ingredient	S	1311176	20121001	20991231	
2048	42899199	gonorrheal urethral secretion human	Drug	RxNorm	Ingredient	S	1311177	20121001	20991231	
2049	42898884	D&C red no. 6	Drug	RxNorm	Ingredient	S	1311178	20121001	20991231	
2050	42900479	isopropyl palmitate	Drug	RxNorm	Ingredient	S	1311179	20121001	20991231	
2051	42899440	lauramidopropyl betaine	Drug	RxNorm	Ingredient	S	1311186	20121001	20991231	
2052	42899909	Pulsatilla vulgaris extract	Drug	RxNorm	Ingredient	S	1311188	20121001	20991231	
2053	42899196	gold	Drug	RxNorm	Ingredient	S	1311190	20121001	20991231	
2054	42898526	Bos taurus joint capsule preparation	Drug	RxNorm	Ingredient	S	1311192	20121001	20991231	
2055	42898948	Corallium rubrum exoskeleton preparation	Drug	RxNorm	Ingredient	S	1311193	20121001	20991231	
2056	42899487	Laricifomes officinalis fruiting body extract	Drug	RxNorm	Ingredient	S	1311197	20121001	20991231	
2057	42899341	Luffa operculata fruit extract	Drug	RxNorm	Ingredient		1311198	20121001	20121202	U
2058	42900121	Sus scrofa Peyer's patch preparation	Drug	RxNorm	Ingredient	S	1311199	20121001	20991231	
2059	42899424	Melilotus officinalis top extract	Drug	RxNorm	Ingredient		1311200	20121001	20121202	U
2060	42900125	Sus scrofa artery preparation	Drug	RxNorm	Ingredient	S	1311207	20121001	20991231	
2061	42900194	Sus scrofa vein preparation	Drug	RxNorm	Ingredient	S	1311210	20121001	20991231	
2062	42898844	Culex pipiens preparation	Drug	RxNorm	Ingredient		1311211	20121001	20121202	U
2063	42900130	Sus scrofa brainstem preparation	Drug	RxNorm	Ingredient	S	1311212	20121001	20991231	
2064	42899779	serotonin	Drug	RxNorm	Ingredient	S	1311214	20121001	20991231	
2065	42900136	Sus scrofa cerebrum preparation	Drug	RxNorm	Ingredient	S	1311215	20121001	20991231	
2066	42898849	cupric acetate	Drug	RxNorm	Ingredient	S	1311216	20121001	20991231	
2067	42900075	Solanum dulcamara top extract	Drug	RxNorm	Ingredient		1311222	20121001	20121202	U
2068	42900183	Sus scrofa thalamus lateral geniculate nucleus preparation	Drug	RxNorm	Ingredient	S	1311223	20121001	20991231	
2069	42900471	indole	Drug	RxNorm	Ingredient	S	1311224	20121001	20991231	
2070	42899449	interleukin-3	Drug	RxNorm	Ingredient	S	1311225	20121001	20991231	
2071	42900126	Sus scrofa bile duct preparation	Drug	RxNorm	Ingredient	S	1311226	20121001	20991231	
2072	42899941	Morganella morganii	Drug	RxNorm	Ingredient	S	1311228	20121001	20991231	
2073	42900150	Sus scrofa ileum preparation	Drug	RxNorm	Ingredient	S	1311229	20121001	20991231	
2074	42900325	disodium hydrogen phosphate	Drug	RxNorm	Ingredient		1311231	20121001	20140505	U
2075	42900162	Sus scrofa oral mucosa preparation	Drug	RxNorm	Ingredient	S	1311232	20121001	20991231	
2076	42900146	Sus scrofa gallbladder preparation	Drug	RxNorm	Ingredient	S	1311234	20121001	20991231	
2077	42900123	Sus scrofa adrenal gland preparation	Drug	RxNorm	Ingredient	S	1311235	20121001	20991231	
2078	42900112	Star anise extract	Drug	RxNorm	Ingredient		1311237	20121001	20121202	U
2079	42900149	Sus scrofa hypothalamus preparation	Drug	RxNorm	Ingredient	S	1311240	20121001	20991231	
2080	42900167	Sus scrofa pituitary gland preparation	Drug	RxNorm	Ingredient	S	1311241	20121001	20991231	
2081	42900177	Sus scrofa stomach preparation	Drug	RxNorm	Ingredient	S	1311242	20121001	20991231	
2082	42900155	Sus scrofa limbic system preparation	Drug	RxNorm	Ingredient	S	1311244	20121001	20991231	
2083	42900161	Sus scrofa nerve preparation	Drug	RxNorm	Ingredient	S	1311245	20121001	20991231	
2084	42899762	Raphanus sativa extract	Drug	RxNorm	Ingredient	S	1311246	20121001	20991231	
2085	42900124	Sus scrofa ankle joint preparation	Drug	RxNorm	Ingredient	S	1311247	20121001	20991231	
2086	42900133	Sus scrofa cartilage preparation	Drug	RxNorm	Ingredient	S	1311248	20121001	20991231	
2087	42900145	Sus scrofa frontal lobe preparation	Drug	RxNorm	Ingredient	S	1311249	20121001	20991231	
2088	42900147	Sus scrofa hip joint preparation	Drug	RxNorm	Ingredient	S	1311250	20121001	20991231	
2089	42900148	Sus scrofa hippocampus preparation	Drug	RxNorm	Ingredient	S	1311251	20121001	20991231	
2090	42900153	Sus scrofa joint capsule preparation	Drug	RxNorm	Ingredient	S	1311252	20121001	20991231	
2091	42900157	Sus scrofa lymph preparation	Drug	RxNorm	Ingredient	S	1311253	20121001	20991231	
2092	42900159	Sus scrofa mesenchyme preparation	Drug	RxNorm	Ingredient	S	1311254	20121001	20991231	
2093	42900172	Sus scrofa red blood cell preparation	Drug	RxNorm	Ingredient	S	1311255	20121001	20991231	
2094	42900174	Sus scrofa solar plexus preparation	Drug	RxNorm	Ingredient	S	1311256	20121001	20991231	
2095	42900175	Sus scrofa spinal cord preparation	Drug	RxNorm	Ingredient	S	1311257	20121001	20991231	
2096	42900179	Sus scrofa sympathetic nerve preparation	Drug	RxNorm	Ingredient	S	1311258	20121001	20991231	
2097	42899344	maltose	Drug	RxNorm	Ingredient	S	1311261	20121001	20991231	
2098	42900181	Sus scrofa tendon preparation	Drug	RxNorm	Ingredient	S	1311262	20121001	20991231	
2099	42900185	Sus scrofa thymus preparation	Drug	RxNorm	Ingredient	S	1311263	20121001	20991231	
2100	42900186	Sus scrofa tonsil preparation	Drug	RxNorm	Ingredient	S	1311264	20121001	20991231	
2101	42899372	Lytta vesicatoria preparation	Drug	RxNorm	Ingredient	S	1311265	20121001	20991231	
2102	42900193	Sus scrofa vagus nerve preparation	Drug	RxNorm	Ingredient	S	1311266	20121001	20991231	
2103	42900137	Sus scrofa colon preparation	Drug	RxNorm	Ingredient	S	1311268	20121001	20991231	
2104	42900173	Sus scrofa renal pelvis preparation	Drug	RxNorm	Ingredient	S	1311269	20121001	20991231	
2105	42899051	Enterobius vermicularis preparation	Drug	RxNorm	Ingredient		1311270	20121001	20121202	U
2106	42899254	Guaiacum sanctum resin	Drug	RxNorm	Ingredient	S	1311271	20121001	20991231	
2107	42900127	Sus scrofa blood preparation	Drug	RxNorm	Ingredient	S	1311272	20121001	20991231	
2108	42899746	scandium	Drug	RxNorm	Ingredient	S	1311273	20121001	20991231	
2109	42900129	Sus scrofa bone preparation	Drug	RxNorm	Ingredient	S	1311274	20121001	20991231	
2110	42900111	Staphylococcus aureus	Drug	RxNorm	Ingredient	S	1311275	20121001	20991231	
2111	42900128	Sus scrofa bone marrow preparation	Drug	RxNorm	Ingredient	S	1311276	20121001	20991231	
2112	42900487	mercuric sulfide	Drug	RxNorm	Ingredient	S	1311278	20121001	20991231	
2113	42900467	palladium	Drug	RxNorm	Ingredient	S	1311279	20121001	20991231	
2114	42900468	platinum	Drug	RxNorm	Ingredient	S	1311280	20121001	20991231	
2115	42900203	Streptococcus pyogenes	Drug	RxNorm	Ingredient	S	1311281	20121001	20991231	
2116	42899417	mercurous iodide preparation	Drug	RxNorm	Ingredient	S	1311283	20121001	20991231	
2117	42898311	Ascaris lumbricoides preparation	Drug	RxNorm	Ingredient		1311284	20121001	20121202	U
2118	42900268	ersofermin	Drug	RxNorm	Ingredient	S	1311285	20121001	20991231	
2119	42900359	calcitonin	Drug	RxNorm	Ingredient	S	1311287	20121001	20991231	
2120	42899383	Mephitis mephitis anal gland fluid preparation	Drug	RxNorm	Ingredient	S	1311288	20121001	20991231	
2121	42899461	Lactuca virosa extract	Drug	RxNorm	Ingredient	S	1311289	20121001	20991231	
2122	42899789	Shigella dysenteriae	Drug	RxNorm	Ingredient		1311290	20121001	20121202	U
2123	42898926	Danio rerio egg preparation	Drug	RxNorm	Ingredient	S	1311291	20121001	20991231	
2124	42900269	chromium gluconate	Drug	RxNorm	Ingredient	S	1311292	20121001	20991231	
2125	42899020	ferrosoferric phosphate	Drug	RxNorm	Ingredient	S	1311293	20121001	20991231	
2126	42900365	benzene	Drug	RxNorm	Ingredient	S	1311295	20121001	20991231	
2127	42900526	ferrous iodide	Drug	RxNorm	Ingredient	S	1311296	20121001	20991231	
2128	42899252	gold trichloride	Drug	RxNorm	Ingredient	S	1311297	20121001	20991231	
2129	42900473	interleukin-10	Drug	RxNorm	Ingredient	S	1311299	20121001	20991231	
2130	42899586	Packera aurea extract	Drug	RxNorm	Ingredient		1311300	20121001	20121202	U
2131	42900424	porcine heart preparation	Drug	RxNorm	Ingredient	S	1311301	20121001	20991231	
2132	42899563	Ononis campestris extract	Drug	RxNorm	Ingredient	S	1311302	20121001	20991231	
2133	42898659	Asterias rubens preparation	Drug	RxNorm	Ingredient		1311303	20121001	20121202	U
2134	42900360	calcium hexafluorosilicate	Drug	RxNorm	Ingredient	S	1311304	20121001	20991231	
2135	42900227	Taraxacum officinale whole extract	Drug	RxNorm	Ingredient	S	1311305	20121001	20991231	
2136	42899619	Nutmeg extract	Drug	RxNorm	Ingredient		1311306	20121001	20121202	U
