	name	CID
1219	influenza a virus a/victoria/361/2011 (h3n2) recombinant hemagglutinin antigen	146171914
1220	tno-155 monosuccinate hemihydrate	146171913
1221	sod ascorbate	146171912
1222	beractant	146171911
1223	paullinia cupana seed	146171910
1224	siltuximab	146171909
1225	ribonucleic acid	146171908
1226	sodium chlori	146171907
1227	arsenic trioxide	146171906
1228	opicinumab	146171905
1229	indian frankincense	146171904
1230	methylated spirits	146171903
1231	bombyx mori fiber	146171902
1232	peumus boldus whole	146171901
1233	equus caballus dander	146171900
1234	albumin aggregated	146171899
1235	polistes fuscatus venom protein	146171898
1236	sepia officinalis juice	146171897
1237	stemphylium solani	146171896
1238	thyrotropin	146171895
1239	carya glabra pollen	146171894
1240	carrot	146171893
1241	plantago seed	146171892
1242	rituximab	146171891
1243	dostarlimab	146171890
1244	citicoline	146171889
1245	citicoline sodium	146171889
6	 pancrelipase lipase	146171888
1246	pancrelipase lipase	146171888
1247	bevacizumab-bvzr	146171887
1248	polygeline	146171886
1249	calcium sulfide	146171885
1250	felzartamab	146171884
1251	lenograstim	146171883
1252	dorgenmeltucel-l	146171882
1253	influenza b virus b/massachusetts/2/2012 bx-51b antigen (propiolactone inactivated)	146171881
1254	cod liver oil	146171880
1255	belatacept	146171879
1256	pascopyrum smithii pollen	146171878
1257	haemophilus b conjugate vaccine (tetanus toxoid conjugate)	146171877
1258	rilonacept	146171876
1259	influenza a virus a/hong kong/4801/2014 x-263b (h3n2) antigen (uv, formaldehyde inactivated)	146171875
1260	vita	146171874
1261	vitamin d nos	146171873
1262	emibetuzumab	146171872
1263	needles	146171871
1264	aluminum zirconium trichlorohydrex gly	146171870
1265	lachesis muta venom	146171869
1266	ergoloid mesylates	146171868
1267	fraxinus latifolia pollen	146171867
1268	hydrogen peroxide	146171865
1269	guselkumab	146171864
1270	human blood cells, packed	146171863
1271	polygala tenuifolia root	146171862
1272	cajuput oil	146171861
1273	urtica dioica	146171860
1274	genetically-modified autologous t cells nos	146171859
1275	denenicokin	146171858
1276	tuna, unspecified	146171857
1277	clobetasol	146171856
1278	yeast	146171855
1279	influenza b virus b/phuket/3073/2013 antig	146171854
1280	crizanlizumab	146171853
1281	corynebacterium diphtheriae	146171852
1282	phyllanthus amarus fruit	146171851
1283	coagulation factor ix recombinant human	146171850
1284	alnus rubra pollen	146171849
1285	influenza b virus b/maryland/15/2016 bx-69a antigen (uv, formaldehyde inactivated)	146171848
1286	epidermophyton floccosum	146171847
1287	peginterferon lambda-1a	146171846
1288	influenza virus vaccine	146171844
1289	aloe arborescens leaf	146171843
1290	prunus serotina bark	146171842
1291	luspatercept-aamt	146171841
1292	thiamine	146171840
1293	thiamine hydrochloride	146171840
1294	sage oil	146171839
1295	ceftaroline	146171838
1296	zanolimumab	146171837
1297	probiotics	146171836
1298	black pepper	146171835
1299	trichophyton rubrum	146171834
1300	cannabis sativa seed	146171833
1301	xanthium strumarium pollen	146171832
1302	.alpha.-acetyldigoxin	146171831
1303	magnesium phosphate, tribasic, pentahydrate	146171830
1304	pamrevlumab	146171829
1305	betula lenta pollen	146171828
1306	atacicept	146171827
1307	antimony potassium tartrate	146171826
1308	simlukafusp alfa	146171825
1309	ferritin	146171824
1310	laronidase	146171822
1311	clostridium tetani	146171821
1312	basiliximab	146171820
1313	terminalia chebula fruit	146171819
1314	tragacanth	146171818
1315	cladosporium herbarum	146171817
1316	edible rock crab	146171816
1317	larix decidua wood	146171815
1318	apricot kernel	146171814
1319	agrostis gigantea pollen	146171813
1320	ziv-aflibercept	146171812
1321	bleselumab	146171811
1322	populus deltoides subsp. monilifera pollen	146171810
1323	bilberry	146171809
1324	coconut oil	146171808
1325	cibisatamab	146171807
1326	oenothera biennis	146171806
1327	human rotavirus a type g1p7(5) strain wi79 live antigen	146171805
1328	kallikrein	146171804
1329	pridinol mesilate	146171802
1330	hiltonol	146171801
1331	lycopodium clavatum spore	146171800
1332	plantago major leaf	146171799
1333	allergenic extract- mold	146171798
1334	lactobacillus reuteri	146171797
1335	hypromellose 2910 (15 mpa.s)	146171796
1336	antacids nos	146171795
1337	coagulation factor x human	146171794
1338	balsam peru oil	146171793
1339	fagus grandifolia pollen	146171792
1340	proteus mirabilis	146171791
1341	myeloperoxidase	146171790
1342	artemisia vulgaris pollen	146171789
1343	carbo animalis	146171788
1344	dolichovespula maculata venom protein	146171787
17	 dolichovespula maculata venom protein	146171787
1345	phosphatidyl s	146171786
1346	coffea arabica fruit	146171785
1347	pinus monticola pollen	146171784
1348	fianlimab	146171783
1349	clove oil	146171782
1350	adhesive tape	146171781
1351	interferon alfa-2a	146171780
1352	keratin	146171779
1353	pegbelfermin	146171778
1354	camphor (natural)	146171777
1355	ustekinumab	146171776
1356	fibrinolysin	146171775
1358	serplulimab	146171772
1359	camrelizumab	146171771
1360	pelargonium sidoides root	146171770
1361	mag hydroxide	146171769
1362	dextran 1	146171768
1363	ephedra sinica stem	146171767
1364	horse chestnut	146171766
1366	typhoid vaccine antigens	146171764
1367	indusatumab vedotin	146171763
1368	ailanthus altissima pollen	146171762
1369	safflower	146171761
1370	juniperus communis whole	146171760
1371	coltuximab ravtansine	146171759
1372	tirzepatide	146171758
1373	emicizumab-kxwh	146171757
1374	brodalumab	146171756
1375	pneumococcal 13-valent conjugate vaccine	146171755
1376	geotrichum candidum	146171754
1377	kidney bean	146171753
1378	coxsackievirus a21	146171752
1379	maitake	146171751
1380	hypromellose 2910 (3 mpa.s)	146171750
1381	influenza b virus b/massachusetts/2/2012 antigen (formalde	146171749
1382	etanercept	146171748
1383	gadolinium zeolite	146171747
1384	n-acetylglucosamine	146171746
1385	agalsidase beta	146171745
1386	plasma protein fraction (human)	146171744
1387	prothrombin	146171743
1388	northern brown shrimp	146171742
1389	salvia pratensis leaf	146171741
1390	stem cells	146171740
1391	pinus strobus pollen	146171739
1392	interleukin nos	146171738
1393	influenza b virus b/phuket/3073/2013 antigen (f	146171737
1394	oatmeal	146171736
1395	inclisiran	146171735
1396	hyaluronidase recombinant human	146171734
1397	mint	146171733
1398	anti-inhibitor coagulant complex	146171732
1399	lobster, unspecified	146171731
1400	influenza b virus b/brisbane/60/2008 recombinant hemagglutinin antigen	146171730
1401	protein	146171729
1402	liquidambar styraciflua pollen	146171728
1403	adenovirus vaccine	146171727
1404	cerliponase alfa	146171726
1405	echinacea purpurea	146171725
1406	haemophilus influenzae type b strain 20,752 capsular polysaccharide tetanus toxoid conjugate antigen	146171724
1407	zea mays pollen	146171723
1408	human platelet, allogenic	146171722
1409	grindelia hirsutula whole	146171721
1410	fagus grandifolia	146171719
1411	enterococcus faecium	146171718
1412	bassia scoparia pollen	146171717
1413	festuca pratensis	146171716
1414	allergen patch test	146171715
1415	measles-mumps-rubella virus vaccine	146171714
1416	passiflora incarnata top	146171713
1417	carboxypolymethylene	146171712
1418	green tea leaf	146171711
1419	epicoccum nig	146171710
1420	hair keratin amino acids gold complex	146171709
1421	human rotavirus a	146171708
1422	turpentine oil	146171707
1423	metreleptin	146171706
1424	zolbetuximab	146171705
1425	influenza a virus a/kansas/14/2017 x-327 (h3n2) antigen (formaldehyde inactivated)	146171704
1426	galsulfase	146171703
1427	human herpesvirus 1, 1716 (icp 34.5 deletion)	146171702
1428	walnut oil	146171701
1429	abobotulinumtoxina	146171700
1430	albumin (human)	146171699
1431	valerian	146171698
1432	orange	146171697
1433	brolucizumab	146171695
1434	influenza b virus b/brisbane/60/2008 antigen (uv, formaldehyde inactivated)	146171694
1435	lactobacillus plantarum	146171693
12	 lactobacillus plantarum	146171693
1436	piper methysticum root	146171692
1437	autologous cultured chondrocytes	146171691
1438	ublituximab	146171690
1439	cupric oxide	146171689
1440	camomile extract	146171688
1441	attapulgite	146171687
1442	olea europaea leaf	146171686
1443	pine needle oil (pinus mugo)	146171685
1444	soy sterol	146171684
1445	.alpha.-tocopherol, d-	146171683
1446	velaglucerase alfa	146171682
1447	human adenovirus b serotype 7 strain 55142	146171681
1448	sus scrofa placenta	146171680
1449	influenza a virus a/california/7/2009(h1n1)-like antigen (formaldehyde inactivated)	146171679
1450	iron isomaltoside 1000	146171678
1451	chromic chloride	146171677
1452	wine	146171676
1453	northern white shrimp	146171675
1454	necuparanib	146171674
1455	bacillus calmette-guerin substrain danish 1331 live antigen	146171673
1456	anser anser feather	146171671
1457	poliovirus vaccine inactivated monkey kidney cell	146171670
1458	amaranthus spinosus pollen	146171669
1459	piperazine	146171668
1460	marsdenia condurango bark	146171667
1461	andexanet alfa	146171666
1462	fibrin sealant (human)	146171664
1463	fish oil, hydrogenated	146171663
1464	flax seeds	146171662
1465	concord grape	146171661
1466	squash	146171660
1467	ipilimumab	146171659
1468	influenza b virus b/wisconsin/1/2010 recombinant hemagglutinin antigen	146171658
1469	trastuzumab-pkrb	146171657
1470	polatuzumab vedotin	146171656
1471	influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (propiolactone inactivated)	146171655
1472	tarextumab	146171654
1473	hypromellose 2906 (4000 mpa.s)	146171653
1474	primrose extract	146171651
1475	fd+c red no. 40	146171650
1476	allergenic extract- tomato	146171649
1477	tomato	146171648
1478	adalimumab	146171647
1479	aflibercept	146171646
1480	ginseng extract	146171645
1481	spartalizumab	146171644
1482	corn oil	146171643
1483	yucca schidigera	146171641
1484	imetelstat	146171640
1485	etanercept-szzs	146171639
1486	measles virus strain enders^ attenuated edmonston live antigen	146171638
1487	tetanus toxoid, reduced diphtheria toxoid and acellular pertussis vaccine adsorbed, tdap	146171637
1488	1,2-dipalmitoyl-sn-glycero-3-phospho-(1^-rac-glycerol), sodium salt	146171636
1489	aminosalicylate calcium aluminium	146171635
1490	.alpha.-lipoic acid, (+/-)-	146171634
1491	meningococcal group b vaccine	146171633
1492	infliximab	146171632
1493	penicillium digitatum	146171631
1494	vitis vinifera leaf	146171630
1495	bimagrumab	146171629
1496	technetium tc-99m albumin aggregated	146171628
1497	human blood cells	146171627
1498	melissa officinalis leaf	146171626
1499	pomegranate	146171625
1500	eurotium amstelodami	146171624
1501	dimethicone copolyol	146171623
1502	clostridium botulinum	146171622
1503	ichthammol	146171621
1504	saccharomyces cerevisiae	146171620
1505	datura stramonium	146171619
1506	human papillomavirus type 18 l1 capsid protein antigen	146171618
1507	tolu balsam	146171617
1508	human papillomavirus type 11 l1 capsid protein antigen	146171616
1509	shark cartilage	146171615
1510	vaccinia virus strain new york city board of health live antigen	146171614
1511	herbals	146171613
1512	bordetella pertussis pertactin antigen	146171612
1513	eculizumab	146171611
1514	citrus bioflavonoid complex	146171610
1515	pepsin	146171609
1516	ulmus crassifolia pollen	146171608
1517	xanthan gum	146171607
1518	influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) antigen (formaldehyde inactivated)	146171606
1519	plantago lanceolata leaf	146171605
1520	cannabis sativa seed oil	146171604
1521	fig fruit oil	146171603
1522	influenza a virus a/texas/50/2012 (h3n2) live (attenuated) antigen	146171602
1523	tralokinumab	146171601
1524	bacillus calmette-guerin substrain connaught live antigen	146171600
1525	boswellia serrata resin extract	146171599
1526	quercus macrocarpa pollen	146171598
1527	heparin lithium	146171597
1528	wheat gluten	146171596
1529	equisetum arvense top	146171595
1530	eftozanermin alfa	146171594
1531	passiflora incarnata flowering top	146171593
1532	salix nigra pollen	146171592
1533	carya illinoinensis pollen	146171591
1534	equus caballus skin	146171590
1535	hemin	146171589
1536	matricaria chamomilla	146171588
1537	cosmetics	146171587
1538	hemp	146171586
1539	haemophilus influenzae type b	146171585
1540	tremelimumab	146171584
1541	vitis vinifera seed	146171583
1542	influenza a virus a/singapore/infimh-16-0019/2016 (h3n2) recombinant hemagglutinin antigen	146171582
1543	wheat germ	146171581
1544	cannabinoid, synthetic (nos)	146171580
1545	yttrium oxodotreotide y-90	146171579
1546	human papillomavirus type 16 l1 capsid protein residues 2-471 antigen	146171578
1547	anas platyrhynchos feather	146171577
1548	influenza a virus a/california/7/2009 x-179a (h1n1) hemagglutinin antigen (formaldehyde inactivated)	146171576
1549	poliovirus type 2 antigen (formaldehyde inactivated)	146171575
1550	colchicum autumnale flower	146171574
1551	human immunoglobulin a	146171573
1552	trichophyton mentagrophytes	146171572
1553	selenicereus grandiflorus stem	146171571
1554	antithrombin iii human	146171570
1555	mecasermin rinfabate	146171569
1556	impatiens glandulifera flower	146171568
1557	hirudin	146171567
1558	bismuth tribromophenate	146171566
1559	peppermint	146171565
1561	felis catus hair	146171563
1562	sodium phosphate, monobasic, monohydrate	146171562
1563	conestat alfa	146171561
1564	propolis wax	146171560
1565	idursulfase	146171559
1566	hyaluronidase (human recombinant)	146171558
1567	atropa belladonna	146171557
1568	taliglucerase alfa	146171556
1569	toripalimab	146171555
1570	unapproved	146171554
1571	respiratory syncytial virus immune globulin intravenous (human)	146171553
1572	measles virus antigen	146171552
1573	urokinase	146171551
1574	corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)	146171550
1575	bos taurus hair	146171549
1576	bifidobacterium animalis lactis	146171548
1577	bos taurus gallstone	146171547
1578	rubia tincture	146171545
1579	triglycerides,unspecified length	146171544
1580	phospholipid	146171543
1581	toxicodendron radicans leaf	146171542
1582	hyaluronidase-fihj	146171541
1583	romosozumab-aqqg	146171540
1584	quercus virginiana pollen	146171539
1585	hamamelis virginiana root bark/stem bark	146171538
1586	turpentine	146171537
1587	golimumab	146171536
1588	vitis vinifera root	146171535
1589	clonostachys rosea f. rosea	146171534
1590	xanthium sibiricum root	146171533
1591	influenza a virus a/singapore/infimh-16-0019/2016 ivr-186 (h3n2) antigen (uv, formaldehyde inactivated)	146171532
1592	poppy seed	146171531
1593	denosumab	146171530
1594	senna fruit extract	146171529
1595	ro-7082859	146171528
1596	ramucirumab	146171527
1597	citrus x paradisi	146171526
1598	poa pratensis	146171525
1599	teprotumumab-trbw	146171524
1600	influenza virus vaccine trivalent type a+b	146171523
1601	d+c yellow no. 8	146171522
1602	poliovirus vaccine, inactivated	146171521
1603	pork liver	146171519
1604	human immunoglobulin m	146171518
1605	rumex crispus root	146171517
1606	rauwolfia	146171516
1607	depatuxizumab	146171515
1608	iboctadekin	146171514
1609	chloramine-t anhydrous	146171513
1610	ginger	146171512
1611	symphytum officinale whole	146171511
1612	influenza b virus b/phuket/3073/2013 recombinant hemagglutin	146171510
1613	lactase	146171509
1614	cochliobolus spicifer	146171508
1615	penicillium italicum	146171507
1616	chaetomium glob	146171506
1617	ocriplasmin	146171505
1618	vespula pensylvanica venom protein	146171504
1619	aluminum zirconium tetrachlorohydrex gly	146171503
1620	larrea tridentata top	146171502
1621	crangon shrimp	146171501
1622	natural latex rubber	146171500
1623	sebelipase alfa	146171499
1624	rituximab-abbs	146171498
1625	romosozumab	146171497
1626	agalsidase alfa	146171496
1627	laminaria japonica	146171495
1628	samalizumab	146171494
1629	technetium tc-99m red blood cells	146171493
1630	mumps virus strain b level jeryl lynn live antigen	146171492
1631	epoetin alfa-epbx	146171491
1632	hyaluronidase	146171490
1633	ipecac	146171489
1634	bos taurus thymus	146171487
1635	dihydroxyaluminum sodium carbonate	146171486
1636	red wine	146171485
1637	succinylated gelatin	146171484
1638	ringer^s solution	146171483
1640	technetium tc-99m arcitumomab	146171481
1641	bergamot oil	146171480
1642	artemisia ludoviciana pollen	146171479
1645	mitiglinide	146171478
1644	mitiglinide calcium hydrate	146171478
1643	mitiglinide calcium anhydrous	146171478
1646	influenza a virus a/singapore/infimh-16-0019/2016 nib-104 (h3n2) antigen (formaldehyde inactivated)	146171477
1647	influenza a virus a/perth/16/2009 (h3n2) live(attenuated) antigen	146171476
1648	acetic acid	146171475
1649	rubella virus strain wistar ra 27/3 live antigen	146171474
1650	sambucus nigra flowering top	146171473
1651	hypromellose 2208 (100 mpa.s)	146171472
1652	povidone k29/32	146171471
1653	prabotulinumtoxina-xvfs	146171470
1654	sar-439459	146171469
1655	tebentafusp	146171468
1656	vonicog alfa	146171467
1657	diphtheria and tetanus toxoids adsorbed	146171466
1658	powdered cellulose	146171465
1660	granulocyte colony-stimulating factor nos	146171463
1661	metylprednisolone	146171461
1662	tribasic calcium phosphate	146171460
1663	granulocyte-macrophage colony-stimulating factor	146171459
1664	streptococcus faecais	146171457
1665	tafasitamab	146171456
1666	human hematopoietic progenitor cells	146171455
1667	thymocyte immune globulin nos	146171454
1668	rabies immune globulin (human)	146171453
1669	4-hydroxy-3-methoxybenzenesulfonic	146171452
1670	savin	146171451
1671	natalizumab	146171450
1672	parsley	146171449
1673	echinacea	146171448
1674	polyethylene glycol 3500	146171447
1675	teprasiran	146171446
1676	albumin bovine	146171445
1677	grindelia hirsutula flowering top	146171444
1678	homeopathics	146171443
1679	lanadelumab-flyo	146171442
1680	fraxinus americana pollen	146171441
1681	beta vulgaris whole	146171440
1682	protein hydrolysate	146171439
1683	ferumoxsil	146171438
1684	opioid agonist	146171437
1685	echinacea extract	146171436
1686	buserelin	146171435
1687	buserelin acetate	146171435
1688	scutellaria lateriflora	146171434
1689	rasburicase	146171433
1690	bacopa monnieri whole	146171432
1691	panitumumab	146171431
1692	coconut	146171430
1693	polyethylene glycol 400	146171429
13	 polyethylene glycol 400	146171429
1694	batroxobin	146171428
1695	baltaleucel-t	146171427
1696	phellinus linteus mycelium	146171426
1697	turoctocog alfa pegol	146171425
1698	influenza b virus b/massachusetts/2/2012 live (attenuated) antigen	146171424
1699	ligelizumab	146171423
1700	granulocytes	146171422
1701	dimethicone 410	146171421
1702	barley	146171420
1703	thrombin human	146171419
1704	betula pendula wood extract	146171418
1705	follitropin	146171417
1706	ferrous chloride	146171416
1707	interleukin-10	146171415
1708	echinacea purpurea whole	146171414
1709	peginterferon beta-1a	146171413
1710	tildrakizumab	146171412
1711	gasoline	146171411
1712	kerosene	146171410
1713	antihemophilic factor, pegylated (mw 20000) human sequence recombinant	146171409
1714	houttuynia cordata whole	146171408
1715	oregano leaf oil	146171407
1716	shrimp, unspecified	146171406
1717	panax notoginseng root	146171405
1718	factor ix nos	146171404
1719	antihemophilic factor, human recombinant residues 743-1636 deleted	146171403
1720	aureobasidium pullulans var. p	146171402
1721	wine grape	146171401
1722	roots	146171400
1723	grape fruit	146171399
1724	somatrogon	146171398
1725	mucor racemosus	146171397
1730	chenopodium album pollen	146171394
1731	.alpha.-tocopherol, dl-	146171393
1732	linoleic acid, conjugated	146171392
1733	eucerin	146171391
1734	methylprednisolone (eshap)	146171389
1735	tositumomab	146171388
1736	linseed oil	146171387
1737	gallus gallus feather	146171386
1738	enfortumab vedotin	146171385
1739	interferon beta	146171384
1740	polysorbate	146171383
1741	sodium escinate	146171382
1742	niaouli oil	146171379
1743	influenza a virus a/california/7/2009(h1n1)-like hemagglutinin antigen (propiolactone inactivated)	146171378
1744	grapefruit seed extract	146171377
1745	human rotavirus a type g3p7(5) strain wi78 live antigen	146171376
1746	ambrosia bidentata pollen	146171375
1747	human cord blood hematopoietic progenitor cell	146171374
1749	lysozyme hydrochloride	146171373
1748	lysozyme	146171373
10	 lysozyme hydrochloride	146171373
1750	11-nor-9-carboxy-.delta-9-tetrahydrocannabinol	146171372
1751	sodium metabisulfite	146171371
1752	ambrosia acanthicarpa pollen	146171370
1753	indometacin meglumine	146171369
1754	isotretinoin	146171368
1755	immune globulin antivenin nos	146171367
1756	fibrinogen human	146171366
1757	. alpha.-tocopherol acetate, d-	146171365
1758	moxetumomab pasudotox-tdfk	146171364
1759	influenza b virus b/wisconsin/1/2010) antigen (mdck cell derived, propiolactone inactivated)	146171363
1760	penicillium camemberti	146171362
1761	isatuximab	146171361
1762	levorphanol tartrate	146171359
1763	phleum pratense	146171358
1764	ulocuplumab	146171357
1765	tuberculin, tine test	146171356
1766	plantago major	146171355
1767	influenza b virus b/massachusetts/2/2012 bx-51	146171354
1768	aluminum hydroxide 	146171353
1769	amaranthus hybridus pollen	146171352
1770	polylactide, l-	146171351
1771	bacillus anthracis immunoserum rabbit	146171350
1772	rumex crispus pollen	146171349
1773	bismuth subsalicylate	146171348
1774	pyrilamine tannate	146171347
1775	calcium cl	146171346
1776	ustilago cynodontis	146171345
1777	interleukin 15, recombinant non-glycosylated	146171344
1778	intrauterine device	146171343
1779	emicizumab	146171342
1780	lirilumab	146171341
1781	horseradish	146171340
1782	bifidobacterium spp.	146171339
1783	bcg vaccine	146171338
1784	tisagenlecleucel-t	146171337
1785	viagenpumatucel-l	146171336
1786	heme iron polypeptide	146171335
1787	semuloparin sodium	146171334
1788	isoflavones soy	146171333
1789	albumin macroaggregated human serum	146171332
1790	bordetella pertussis fimbriae 2/3 antigen	146171331
1791	technetium tc-99m tilmanocept	146171330
1792	abituzumab	146171329
1793	ambrosia psilostachya pollen	146171328
1794	chlorella vulgaris	146171327
1795	klebsiella pneumoniae	146171326
1796	oprelvekin	146171324
1797	cultivated mushroom	146171323
1798	camphor (synthetic)	146171322
1799	lanoteplase	146171321
1800	ovine digoxin immune fab	146171320
1801	sucralfate	146171319
1802	juglans nigra pollen	146171318
1803	noni fruit	146171317
1804	adalimumab-fkjp	146171316
1805	thymus vulgaris whole	146171315
1806	amatuximab	146171314
1807	capsicum oleoresin	146171313
1808	black currant	146171312
1809	faricimab	146171311
1810	eleuthero	146171310
1811	alcohol, x-ray exposed (1000 rad)	146171309
1812	borage oil	146171308
1813	ixekizumab	146171307
1814	lipoprotein outer surface a borrelia burgdorferi antigen	146171306
1815	ravulizumab	146171305
1816	radium ra-223 dichloride	146171304
1817	conium maculatum flowering top	146171303
1818	thyroglobulin	146171302
1819	norepinephrine hydrochloride-c 11	146171301
1820	dermatophagoides farinae	146171300
1821	cranberry concentrate	146171299
1822	influenza b virus b/phuket/3073/2013 ant	146171298
1823	sotatercept	146171297
1824	cocoa	146171296
1825	magnesium peroxide	146171295
1826	25-hydroxyergocalciferol-	146171294
1827	4-chloro-2,5-dimethoxy-n-(2-methoxybenzyl)phenethylamine	146171293
1828	meningococcal polysaccharide vaccine, groups a, c, y,w135 combined	146171291
1829	measles-mumps-rubella virus vaccine, live	146171290
1830	thyroid, unspecified	146171289
1831	cirmtuzumab	146171288
1832	geranium	146171287
1833	parabens	146171286
1834	interferon beta-1b	146171285
1835	molgramostim	146171284
1836	platycodon grandiflorus whole	146171283
1837	herbs	146171282
1838	influenza b virus b/phuket/3073/201	146171281
1839	calcium phosphate, monobasic, anhydrous	146171280
1840	bismuth subgallate	146171279
1841	opium, powdered	146171278
1842	humulus lupulus whole	146171277
1843	corticosteroid nos	146171276
1844	lowbush blueberry	146171275
1845	rosemary oil	146171274
1846	monteplase	146171273
1847	sterols	146171272
1848	risankizumab-rzaa	146171271
1849	elastase	146171270
1850	hydrogenated soybean oil	146171269
1851	measles-rubella virus vaccine, live	146171268
1852	lapine t-lymphocyte immune globulin	146171267
1853	stevia rebaudiuna leaf	146171266
1854	drotrecogin alfa (activated)	146171265
1855	influenza b virus b/phuket/30	146171264
1856	neisseria meningitidis group c capsular polysaccharide antigen	146171263
1857	wild cherry bark	146171262
1858	cannabis sativa whole	146171261
1859	poliovirus vaccine live oral trivalent	146171260
1860	nimotuzumab	146171259
1861	dextranomer	146171258
1862	reteplase	146171257
1863	english walnut	146171256
1864	hepatitis b virus subtype adw hbsag surface protein antigen	146171255
1865	diphtheria and tetanus toxoids and acellular pertussis vaccine adsorbed	146171254
1866	influenza b virus b/brisbane/60/2008 live(attenuated) antigen	146171253
1867	bentonite	146171252
1868	recombinant varicella zoster virus (vzv) glycoprotein e	146171251
1869	alteplase	146171250
1870	insulin beef	146171249
1871	hemoglobin glutamer-250 (bovine)	146171248
1872	influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated)	146171247
1873	mucor plumbeus	146171246
1874	licorice root extract	146171245
1875	emactuzumab	146171244
1876	necitumumab	146171242
1877	parathyroid hormone	146171241
1878	viburnum opulus bark	146171240
1879	tenecteplase	146171239
1880	infliximab-dyyb	146171238
1881	bismuth oxide	146171237
1882	carboprost	146171236
1883	ibritumomab tiuxetan	146171235
1884	interferon alfa-n1	146171234
1885	device	146171233
1886	ferric polysaccharide complex	146171232
1887	iodine solution, strong	146171231
1888	pancrelipase amylase	146171230
1889	selicrelumab	146171229
1890	liposyn (r) intravenous fat emulsion	146171228
1891	insulin purified pork	146171227
1892	serenoa repens whole	146171226
1893	human c1-esterase inhibitor	146171225
1894	resin	146171224
1895	mucor plumb	146171223
1896	vanucizumab	146171222
1897	cresol	146171221
1898	tilia americana pollen	146171220
1899	burosumab-twza	146171219
1900	onasemnogene abeparvovec	146171218
1901	salsola kali pollen	146171217
1902	eschscholzia californica	146171216
1903	belladonna leaf	146171215
1904	crotalidae polyvalent immune fab (ovine)	146171214
1905	clove	146171213
1906	cadexomer iodine	146171212
1908	 dihydrocodeine phosphate 	146171210
1909	betula pendula pollen	146171209
1910	curcuma xanthorrhiza root extract	146171208
1911	brentuximab vedotin	146171207
1912	thyme	146171206
1913	melaleuca quinquenervia pollen	146171205
1914	tamarind	146171204
1915	collagenase clostridium histolyticum	146171203
1916	diannexin	146171202
1917	vopratelimab	146171201
1918	pegfilgrastim-bmez	146171200
1919	vanutide cridificar	146171199
1920	cat^s claw	146171198
1921	high density polyethylene	146171197
1922	codrituzumab	146171196
1923	taraxacum officinale root	146171195
1924	tanezumab	146171194
1925	neisseria meningitidis serogroup b recombinant lp2086 b01 protein variant antigen	146171193
1926	cinnamon bark oil	146171192
1928	alcuronium chloride	146171191
1927	alcuronium	146171191
1929	carbasalate	146171190
1930	lolium perenne	146171189
1931	echinacea, unspecified	146171188
1932	resorcinol and sulfur	146171187
1933	human papillomavirus type 18 l1 capsid protein residues 2-472 antigen	146171186
1934	sage	146171185
1935	isothiazolinone	146171184
1936	candida alb	146171183
1937	solifenacin	146171182
1938	cemiplimab	146171181
1939	micafungin	146171180
1940	micafungin sodium	146171180
1941	calfactant	146171179
1942	rosemary	146171178
1943	clostridium butyricum spores strain m-55	146171177
1944	conatumumab	146171176
1945	allergenic extract- cockroach periplaneta americana	146171175
1946	rumex acetosella pollen	146171174
1947	streptococcus pyogenes	146171173
1948	betula nigra pollen	146171172
1949	isatis tinctoria root	146171171
1950	estrogens	146171170
1951	red yeast	146171169
1952	ontuxizumab	146171168
1953	luteinizing hormone	146171167
1954	polyaminopropyl biguanide	146171166
1955	glucose oxidase	146171165
1956	botulinum toxin nos	146171164
1957	cannabis sativa subsp. indica top	146171163
1958	onabotulinumtoxina	146171162
1959	human rotavirus a type g6p1a(8) strain wi79 live antigen	146171161
1960	tagraxofusp-erzs	146171160
1961	trastuzumab	146171159
1962	arginine-gamma-hydroxybutyrate	146171158
1963	alfalfa	146171157
1964	talimogene laherparepvec	146171156
1965	influenza b virus b/phuket/3073/2013 recombinant hemagglutinin antigen	146171155
1966	hyaluronate sodium	146171154
1967	calcium silicate	146171153
1968	pimpinella anisum whole	146171152
1969	streptodornase	146171151
1970	acutobin	146171149
1971	peanut	146171148
1972	pegpleranib	146171147
1973	viscum album leaf	146171146
1974	andecaliximab	146171145
1975	thrombopoietin	146171143
1976	claviceps purpurea sclerotium	146171142
1977	istiratumab	146171141
1978	avocado	146171140
1979	anguilla rostrata blood serum	146171139
1980	gonadotrophin, chorionic	146171138
1981	corn	146171137
1982	inolimomab	146171136
1983	incadronate disodium	146171135
1984	margarine	146171134
1985	lolium perenne pollen	146171133
1986	phenylmercury borate	146171132
1987	ferrous asparto glycinate	146171131
1988	argan oil	146171130
1989	romiplostim	146171129
1990	iodophor	146171128
1991	ferumoxides non-stoichiometric magnetite	146171127
1992	parachlorophenol camphorated	146171126
1993	soybean oil	146171125
1994	dactylis glomerata pollen	146171124
1995	anise oil	146171122
1996	influenza b virus b/hubei-wujiagang/158/2009 bx-39 antigen (propiolactone inactivated)	146171121
1997	ganitumab	146171120
1998	holcus lanatus pollen	146171119
